source_id	target_id	similarity
2784	328926	0.9093820217179095
2784	432639	0.9093774240054184
2784	246826	0.9046232270466071
2784	400628	0.889950796513818
2784	414727	0.8897568188559178
2784	90523	0.8856852648764769
2784	272195	0.8824554129093033
2784	15418	0.8800094148336433
2784	480018	0.8788078759020479
2784	58313	0.878755868707445
2784	281954	0.875326216285555
2784	269179	0.8750766376561908
2784	77053	0.8746786544093068
2784	453585	0.874061892426715
2784	394317	0.8734204014207949
2784	260767	0.8724257500746584
2784	234661	0.871575470562492
2784	337519	0.8712206980720318
2784	243027	0.8711029778568429
2784	301362	0.8707127471575056
12057	19	0.9772406350585898
12057	178184	0.9753848252819253
12057	460560	0.973632318950768
12057	259131	0.9559115473877644
12057	70568	0.9504627850703611
12057	244537	0.9467574940613996
12057	423701	0.9137171681837482
12057	214322	0.9067407800989045
12057	444517	0.9066200331030081
12057	139892	0.9046155493133621
12057	271520	0.9041612246551826
12057	24168	0.9037710371948675
12057	417027	0.9026607729350731
12057	151418	0.8943380798850102
12057	176020	0.8842470360180528
12057	262194	0.8821956861804463
12057	326187	0.6874650041620235
12057	152353	0.6819447621383156
12057	45941	0.6760131344829783
12057	307516	0.6759019601673363
19620	375715	0.5274890702467423
19620	72413	0.5192144582379074
19620	132431	0.4964046842363189
19620	78496	0.49431506808280823
19620	89227	0.49254412584655294
19620	263936	0.488189392808161
19620	121786	0.4871581725738892
19620	446030	0.485573504543895
19620	240175	0.4853010775086821
19620	233979	0.4851744285970541
19620	360646	0.4803819100162507
19620	135845	0.47866096504458777
19620	9481	0.4785457248313373
19620	202146	0.47818676123142473
19620	387822	0.4762661324028744
19620	95253	0.4733718007292248
19620	301709	0.47087382819367324
19620	457821	0.4706195035913744
19620	235027	0.4704285724112448
19620	158999	0.4699647147434161
23768	372635	0.7395601558384076
23768	6849	0.7012819436643914
23768	41205	0.6998833818344279
23768	103395	0.6993947359025154
23768	273425	0.6714001217280641
23768	463273	0.6549868382509272
23768	182482	0.6371846800832233
23768	430074	0.6343189203271034
23768	314137	0.6190094974644874
23768	458044	0.6111461483920732
23768	393956	0.6067725679734548
23768	324716	0.6025680909051349
23768	425768	0.5959256352275004
23768	431768	0.5952223330230006
23768	441211	0.5940886288774935
23768	75760	0.592385074091556
23768	276132	0.5923835265613603
23768	322434	0.5850989002370686
23768	433734	0.5812670834937604
23768	160402	0.5781324640455305
23814	95868	0.8538351882774264
23814	108580	0.8491400030842688
23814	61448	0.8487221732632364
23814	477252	0.8296986455157428
23814	75642	0.8178495599720412
23814	98330	0.801790289215075
23814	337787	0.7957888240973856
23814	482080	0.793019348768027
23814	96315	0.7867608151171306
23814	126860	0.7777047820740324
23814	240137	0.7771593380204502
23814	479622	0.7714302378025494
23814	202037	0.7707215239577904
23814	331874	0.7701523598590958
23814	368503	0.7662692471213509
23814	370821	0.7622970583369842
23814	54978	0.7554441361803229
23814	200738	0.7434380383106831
23814	441155	0.7423910834534112
23814	484771	0.7371549695705406
28091	337500	0.5488552243201019
28091	237357	0.5477384617917016
28091	115091	0.5461935094688647
28091	318806	0.5346351205329214
28091	458554	0.5298851907918491
28091	361323	0.5288067076283538
28091	308145	0.5280646188435741
28091	339191	0.5270172959656966
28091	206629	0.5269143126235931
28091	239380	0.5224991267234969
28091	66211	0.5221983661114662
28091	218235	0.5201166568730725
28091	151937	0.5118353699391665
28091	260251	0.5090695593444176
28091	338284	0.5080739886222448
28091	250657	0.5075918125525098
28091	281603	0.5049437505368845
28091	194943	0.5048684936486091
28091	122885	0.5002772290661052
28091	310203	0.4968999107733627
34581	202661	0.8394684226175719
34581	2461	0.7848727980909842
34581	453454	0.6043083261493755
34581	433719	0.5904407093025561
34581	112299	0.5833186619468379
34581	165842	0.5765129353141578
34581	205765	0.5764452263856703
34581	349807	0.5728875855062765
34581	362895	0.5714784911151585
34581	200594	0.5701381048293709
34581	3886	0.567216761506669
34581	448817	0.5658759302016183
34581	338135	0.5636484314414578
34581	145646	0.5584693666218001
34581	368746	0.5582855460259906
34581	52408	0.5570774007267081
34581	288283	0.5568754485907006
34581	113129	0.5466014955064904
34581	58216	0.5455811353101914
34581	328745	0.5455398119813042
46930	158502	0.5321265382958452
46930	26673	0.5280987714187306
46930	305899	0.5040058458087131
46930	177688	0.5026021802007241
46930	346898	0.5018224190641529
46930	382247	0.4870474142744842
46930	43778	0.4846748017488828
46930	295389	0.4846439755310716
46930	435524	0.48291765986046936
46930	90235	0.48088852032075746
46930	255160	0.480789996783073
46930	167398	0.47307655449028085
46930	478239	0.46914528635502284
46930	311724	0.46754716508252014
46930	433012	0.46751155014858303
46930	410923	0.4651871463785828
46930	74958	0.464582394696754
46930	326434	0.46440721853038713
46930	34800	0.4622539046453356
46930	391847	0.4606460335804683
51579	38210	0.6524566249951314
51579	430932	0.6259316856394067
51579	466657	0.6259316856394067
51579	269962	0.6253532598246752
51579	23065	0.6153657854622832
51579	35515	0.614604367245436
51579	129883	0.6132296507968675
51579	412978	0.6125296742704428
51579	129266	0.5889545609615429
51579	356351	0.5837693179097343
51579	258426	0.5802209216884193
51579	219767	0.568999794824625
51579	193710	0.567571365404045
51579	257156	0.5660152932610409
51579	69662	0.5644397351256989
51579	105444	0.5640717309514967
51579	212701	0.5604494815829413
51579	109119	0.5576992897201097
51579	434311	0.5570768139491873
51579	439876	0.5566580472402045
62560	304395	0.7309627134654513
62560	417408	0.7245728380717377
62560	281387	0.7014827465914144
62560	116559	0.6811019415746937
62560	421930	0.6635489303616244
62560	480838	0.6634579399586706
62560	321093	0.6594283884692191
62560	330726	0.6552989332300618
62560	320875	0.6549291138590688
62560	301286	0.6527305692151548
62560	155140	0.652522262165252
