source_id	target_id	similarity
2784	236382	79.27250036882693
2784	371067	78.11692172384046
2784	7599	71.88215172317827
2784	171313	71.5081519542116
2784	467731	71.5081519542116
2784	169550	70.78638440116347
2784	328926	70.78638440116347
2784	6420	70.41808586282848
2784	430421	70.41808586282848
2784	453585	70.41808586282848
2784	370748	69.36075457170827
2784	432639	67.18977504490928
2784	246826	66.18091701180829
2784	375490	65.10342995737093
2784	194185	63.32950216666315
2784	337519	62.95550239769648
2784	419599	62.95550239769648
2784	215308	62.93719354092923
2784	432636	62.37702288506078
2784	480969	62.36728910099417
12057	19	62.44486064254936
12057	70568	62.44486064254936
12057	178184	62.44486064254936
12057	244537	62.44486064254936
12057	259131	62.44486064254936
12057	460560	62.44486064254936
12057	24168	55.60405435867716
12057	139892	55.60405435867716
12057	151418	55.60405435867716
12057	176020	55.60405435867716
12057	214322	55.60405435867716
12057	262194	55.60405435867716
12057	271520	55.60405435867716
12057	417027	55.60405435867716
12057	423701	55.60405435867716
12057	444517	55.60405435867716
12057	36722	50.93767352800705
12057	225750	50.19514002041751
12057	240491	50.19514002041751
12057	293781	50.19514002041751
19620	225781	34.396673785495395
19620	480559	33.67673440754601
19620	202146	31.182541112116606
19620	309156	30.84890582906637
19620	15635	30.82479539493842
19620	247464	30.750045528463037
19620	63771	30.65618542966613
19620	266139	30.567122968609326
19620	3049	30.37864691058574
19620	230639	30.107789731308745
19620	31223	29.778276165373125
19620	232009	29.606747579463907
19620	445956	29.464197574889184
19620	250145	29.273850574044396
19620	288443	29.258434614159018
19620	54041	29.217172940722087
19620	93034	29.177255063332726
19620	241783	29.12250322243808
19620	249844	28.899406990385305
19620	111599	28.896975184534146
23768	372635	35.11187325909725
23768	273425	34.54398320547021
23768	167259	33.258279423743936
23768	182482	33.139344256740124
23768	103395	31.87542599856757
23768	6849	31.626395816162255
23768	41205	31.349427407608097
23768	314137	31.349427407608097
23768	430074	31.349427407608097
23768	463273	31.349427407608097
23768	411433	30.872535139245898
23768	229571	30.78044890531105
23768	393220	30.394385643264823
23768	14634	29.94542963676125
23768	147616	29.440056473330316
23768	324716	29.408281329432807
23768	398917	29.162031891731335
23768	276132	28.959983206673364
23768	356533	28.556196722745494
23768	245646	28.434372079642646
23814	98330	86.0281813820655
23814	95868	59.6230723249296
23814	108580	59.6230723249296
23814	61448	56.460670553382755
23814	477252	56.41315120531328
23814	337787	52.685436571803976
23814	482080	52.685436571803976
23814	54978	52.372721015206025
23814	441155	50.6306646712149
23814	75642	47.830068889760554
23814	96315	45.97528550696998
23814	269968	45.71802055953472
23814	380737	43.89996085530613
23814	126860	43.74024603540653
23814	240137	43.74024603540653
23814	370821	43.74024603540653
23814	368503	43.16174445143248
23814	119064	41.88726776053831
23814	353885	41.34605631447482
23814	58949	41.057445889148205
28091	471249	32.848358824971974
28091	455999	30.316641074742773
28091	183761	30.17380196120221
28091	204563	28.942486186229203
28091	59900	27.030957633404782
28091	272140	26.99222690547837
28091	239380	26.84965631416855
28091	242336	26.766821306937164
28091	469211	26.65872971893634
28091	206629	26.59025173798559
28091	261189	26.42414126428603
28091	300834	26.4151744491974
28091	124431	26.372708629937932
28091	238947	25.42444500698403
28091	29165	25.4236092968341
28091	475893	25.40023235910841
28091	228719	25.288725596739944
28091	34804	25.11912289410038
28091	194943	25.11912289410038
28091	345965	25.088172795643608
34581	202661	79.49100417735941
34581	2461	76.42256010639775
34581	453454	47.631049246144684
34581	448817	47.2672379428139
34581	95098	46.53597175486625
34581	13064	45.99256538444433
34581	338135	45.00846335907304
34581	450124	43.517668337537515
34581	278886	41.60773956115517
34581	27373	41.251766747535285
34581	255007	40.95595884431041
34581	432168	40.931375508864704
34581	141989	40.83768864079296
34581	407215	40.67327998559296
34581	135041	39.109440245924574
34581	271501	38.992332643831006
34581	81846	38.65730913634849
34581	111711	38.635225957529514
34581	145646	37.82789298657298
34581	349807	37.8236357714945
46930	26673	48.12850129215176
46930	158502	47.2482326392302
46930	90235	45.452278315358065
46930	346898	44.09506472802555
46930	177688	42.75673337879594
46930	255160	42.10846131254648
46930	205804	41.479986723905256
46930	372652	41.41254267160226
46930	74958	40.870402848995965
46930	417039	40.278858011076196
46930	296740	38.65802140445457
46930	132116	38.604682719622765
46930	1013	38.594331911327444
46930	368132	38.28912180515003
46930	198930	37.569880971548855
46930	382247	37.17181551137355
46930	132073	36.94242446310257
46930	413605	36.395693125104785
46930	215415	35.8184250355722
46930	1590	35.43760933251293
51579	269962	58.62877379710797
51579	35515	57.69220939490971
51579	430932	56.996724509197236
51579	466657	56.996724509197236
51579	356351	56.816530152482734
51579	412978	55.22120432623102
51579	129266	55.12559386481496
51579	23065	52.271083080542255
51579	129883	51.30289725931494
51579	109119	50.61587497287066
51579	193710	50.334782214544276
51579	353201	48.485092453345914
51579	257156	47.89863402704037
51579	236286	47.22037740911691
51579	38210	46.876596310804565
51579	414789	42.60626830899195
51579	70757	41.94266707584762
51579	302210	41.48645919121054
51579	40993	41.46800556833658
51579	116153	40.206568406924376
62560	417408	66.5898787269556
62560	480838	62.635684343131885
62560	256247	59.57816216789618
62560	116816	57.975915476013085
62560	155140	56.88352279671224
62560	193152	56.76887026413048
62560	116559	56.53671815527184
62560	321093	55.28545745549073
62560	149551	55.14926459916242
62560	311225	55.14926459916242
62560	409815	54.60861435375412
62560	204517	54.448633759975486
62560	23938	54.281954206689264
62560	94479	52.6411808479386
62560	467116	52.54396329246763
62560	313451	52.08623540256039
62560	338613	51.898828180256814
62560	71274	51.24114274224732
62560	425452	51.24114274224732
62560	26583	50.981681673082505
96556	11242	63.617224713346516
96556	232186	61.29732585646078
96556	22953	60.965607191813966
96556	97493	60.80808890366193
96556	39745	60.171707333660606
96556	279543	59.52293125469072
96556	166198	59.30668930064581
96556	337365	58.00321694742408
96556	263242	56.534770499166406
96556	289911	56.243423300025405
96556	279762	55.94772395585705
96556	412804	55.94772395585705
96556	217817	55.71852128636498
96556	177434	55.19775277219087
96556	484542	55.05687941711836
96556	122197	53.903785198617136
96556	267127	53.306423456832015
96556	276568	53.306423456832015
96556	278283	53.306423456832015
96556	106280	53.29946710067685
97000	236153	84.07951437930596
97000	2004	72.29906713162212
97000	381868	67.48799008678186
97000	435675	66.44328163343788
97000	429934	65.43042412937027
97000	165094	65.37514454392462
97000	45097	59.30333817170514
97000	341809	59.30333817170514
97000	369880	59.30333817170514
97000	87354	58.35599795177574
97000	163389	58.35599795177574
97000	187686	58.35599795177574
97000	235778	58.35599795177574
97000	301108	58.35599795177574
97000	465453	58.35599795177574
97000	268297	57.83009234309295
97000	6062	57.438448383711304
97000	27850	57.438448383711304
97000	70162	57.438448383711304
97000	109267	57.438448383711304
105587	183761	65.56559555847154
105587	433719	58.654182816760326
105587	194943	57.43824900726159
105587	455999	57.31604474730319
105587	34804	56.88744878079585
105587	286259	56.19659954200102
105587	29165	54.861207847843325
105587	112299	54.7893495694388
105587	475893	54.65750870092105
105587	345965	53.936677566813124
105587	203736	53.832583811348066
105587	34957	53.75679443998602
105587	88733	53.52480775313484
105587	45317	53.10383189807947
105587	357360	53.06588027582452
105587	253978	52.77896394082556
105587	474182	52.68287489989824
105587	311552	52.44217768022446
105587	261189	51.935265560442545
105587	179890	51.77064561860215
109969	91888	46.13025147689323
109969	449230	43.826024132574325
109969	446859	41.72434228665831
109969	165339	41.65331458151809
109969	167326	38.77512084071496
109969	186082	38.77512084071496
109969	472771	38.27883724638594
109969	329240	37.946085100706775
109969	390141	37.946085100706775
109969	443764	37.946085100706775
109969	218004	37.755703056553315
109969	224648	37.72709203150201
109969	205908	37.62378417907243
109969	238040	37.35570688940097
109969	290018	37.35570688940097
109969	360187	37.086204764142245
109969	412753	36.167914676796315
109969	433769	35.56106875547909
109969	98901	35.43793689549572
109969	173038	35.14547340194025
130887	211238	88.25657378745444
130887	371383	85.94091249953065
130887	307277	85.69577324333628
130887	368611	83.37616689344557
130887	283813	82.91765333252962
130887	439954	79.6846025633741
130887	130009	76.65803384709474
130887	128065	76.52557800138774
130887	317184	76.52557800138774
130887	359584	74.5675214561926
130887	35743	74.34462635867129
130887	126432	73.75893911140722
130887	254385	71.95527592120791
130887	208119	71.70274222576288
130887	134935	71.63419883703087
130887	141143	71.59703638504884
130887	10477	70.63831279851638
130887	129705	70.38194071346126
130887	324629	70.20412551518514
130887	348510	69.5930684815208
147430	475862	40.64110300363518
147430	278026	38.404438203556275
147430	459046	38.02177173612821
147430	460621	37.950620039171326
147430	93692	37.617176474830146
147430	425063	37.40938733752892
147430	120796	37.4046864421458
147430	346032	36.54399121758312
147430	103867	36.229266872545466
147430	81277	36.14153130555818
147430	396884	35.9875997601243
147430	416808	35.65194964532104
147430	131500	35.562550483157835
147430	120889	34.842900492049715
147430	66142	34.60671617718595
147430	356533	34.235410036338735
147430	414898	33.81958719368767
147430	204323	33.776300818551675
147430	89681	33.554548031282934
147430	457906	33.50601682198512
157489	306819	100.35706144094769
157489	338972	100.35706144094769
157489	422806	97.30059290603343
157489	287414	95.70282902459131
157489	327373	95.33235930821951
157489	266592	91.12509359913288
157489	341111	86.35415900779378
157489	339860	78.95009273819926
157489	213638	76.67741329438911
157489	471533	74.79476441289144
157489	18476	73.46948498431014
157489	344472	73.44284904589378
157489	189048	71.46876823394804
157489	88524	68.46842727413768
157489	57219	66.84034803437962
157489	434318	65.67169892949025
