source_id	target_id	similarity
2784	432639	0.9756298065185547
2784	246826	0.9741495847702026
2784	58313	0.9460574984550476
2784	15418	0.9450805187225342
2784	77053	0.9448840618133545
2784	110963	0.9443966746330261
2784	86110	0.9442565441131592
2784	400628	0.9429426789283752
2784	90523	0.9417185187339783
2784	243027	0.9396040439605713
2784	203638	0.9391239881515503
2784	260767	0.938685417175293
2784	180681	0.9349730014801025
2784	222768	0.9235950112342834
2784	272195	0.9230145215988159
2784	337519	0.921829342842102
2784	480018	0.9217677116394043
2784	282191	0.9213767647743225
2784	233651	0.9211759567260742
2784	160392	0.9204083681106567
12057	460560	0.9403728246688843
12057	19	0.9352673292160034
12057	178184	0.8846608996391296
12057	259131	0.8840891122817993
12057	244537	0.8840737342834473
12057	70568	0.8840520977973938
12057	214322	0.8174031972885132
12057	139892	0.8137658834457397
12057	271520	0.8132127523422241
12057	417027	0.8123922348022461
12057	24168	0.8013404607772827
12057	423701	0.7691473364830017
12057	444517	0.7687350511550903
12057	151418	0.7684509754180908
12057	176020	0.7682696580886841
12057	262194	0.768091082572937
12057	153060	0.5975396633148193
12057	389695	0.5973648428916931
12057	344949	0.5973232388496399
12057	45941	0.5973087549209595
19620	441274	0.5560630559921265
19620	263936	0.5476177930831909
19620	470997	0.533859372138977
19620	78496	0.5306445956230164
19620	301310	0.510499119758606
19620	360646	0.49575960636138916
19620	425501	0.49486199021339417
19620	95403	0.4943270683288574
19620	356556	0.49424710869789124
19620	183595	0.4904134273529053
19620	445956	0.4896421730518341
19620	304201	0.4896049201488495
19620	95253	0.4890173375606537
19620	387822	0.4879831075668335
19620	223654	0.48578891158103943
19620	165349	0.4837314784526825
19620	274151	0.47990885376930237
19620	336760	0.47856631875038147
19620	111506	0.4779489040374756
19620	80674	0.4768128991127014
23768	103395	0.7033684253692627
23768	41205	0.6698403358459473
23768	430074	0.6431812644004822
23768	6849	0.6383948922157288
23768	372635	0.6257002353668213
23768	273425	0.6071033477783203
23768	463273	0.6050883531570435
23768	314137	0.604972779750824
23768	182482	0.5762115716934204
23768	393956	0.5398263931274414
23768	167259	0.5387465357780457
23768	229571	0.5364761352539062
23768	324716	0.5335780382156372
23768	281142	0.5317169427871704
23768	12001	0.5276687145233154
23768	458044	0.5250573754310608
23768	393220	0.5234332084655762
23768	78568	0.5231043100357056
23768	46038	0.5228963494300842
23768	276132	0.5226190090179443
23814	108580	0.8707059621810913
23814	95868	0.8460103869438171
23814	61448	0.8446259498596191
23814	477252	0.8322077989578247
23814	75642	0.7874513268470764
23814	54978	0.7643527984619141
23814	337787	0.7577598094940186
23814	98330	0.7508323192596436
23814	370821	0.7441456317901611
23814	96315	0.743672251701355
23814	482080	0.7418384552001953
23814	240137	0.7417332530021667
23814	331874	0.7389876842498779
23814	126860	0.7193100452423096
23814	368503	0.7183120250701904
23814	479622	0.7172197103500366
23814	202037	0.7166374325752258
23814	441155	0.705335259437561
23814	380737	0.6845912337303162
23814	169148	0.6700349450111389
28091	339191	0.601270318031311
28091	124431	0.561726450920105
28091	361323	0.5533965826034546
28091	175614	0.5267393589019775
28091	260251	0.5221410393714905
28091	390421	0.5155680179595947
28091	203327	0.5153124332427979
28091	417137	0.5151413083076477
28091	24525	0.5096475481987
28091	337500	0.5071218013763428
28091	237357	0.5020147562026978
28091	283110	0.50185227394104
28091	453053	0.49912726879119873
28091	43158	0.4989394545555115
28091	214879	0.49598440527915955
28091	352356	0.4954369068145752
28091	318806	0.4895690679550171
28091	204563	0.4894993305206299
28091	231035	0.48925164341926575
28091	303509	0.487217515707016
34581	202661	0.8357622027397156
34581	2461	0.745193362236023
34581	145646	0.555160403251648
34581	362895	0.5405665636062622
34581	454846	0.5383048057556152
34581	3886	0.537936806678772
34581	304486	0.5306835174560547
34581	336845	0.5295200943946838
34581	200594	0.5140742063522339
34581	328745	0.5125431418418884
34581	112178	0.512410044670105
34581	165842	0.5037692785263062
34581	26984	0.5024628639221191
34581	205765	0.49804407358169556
34581	349807	0.4966755211353302
34581	24525	0.4945429861545563
34581	380941	0.494209349155426
34581	368746	0.49406468868255615
34581	204091	0.49309873580932617
34581	453454	0.49134567379951477
46930	435524	0.4985697865486145
46930	478239	0.46122580766677856
46930	382247	0.4598020911216736
46930	158502	0.4568648338317871
46930	410923	0.4468795955181122
46930	326434	0.4440687894821167
46930	137926	0.4395444393157959
46930	282416	0.4366191327571869
46930	15548	0.43392160534858704
46930	26673	0.43019312620162964
46930	34800	0.42802366614341736
46930	178523	0.42587459087371826
46930	43778	0.4233969449996948
46930	215415	0.42251506447792053
46930	315651	0.4099896252155304
46930	476102	0.40857797861099243
46930	109808	0.40815800428390503
46930	305899	0.40783751010894775
46930	37756	0.4077206254005432
46930	72864	0.4056887626647949
51579	38210	0.6446019411087036
51579	40993	0.5567777752876282
51579	434311	0.5564632415771484
51579	308609	0.5342148542404175
51579	303727	0.5230511426925659
51579	23065	0.5187478065490723
51579	69662	0.5157192945480347
51579	272325	0.5118193626403809
51579	227005	0.5064041614532471
51579	10253	0.5001188516616821
51579	269962	0.4958859086036682
51579	327559	0.49377456307411194
51579	412978	0.4899303913116455
51579	157637	0.4886760413646698
51579	272331	0.4868674874305725
51579	352398	0.4844965934753418
51579	402	0.48118263483047485
51579	404075	0.4798036217689514
51579	146480	0.4741309881210327
51579	17176	0.4728875458240509
62560	304395	0.8112807273864746
62560	281387	0.7739852666854858
62560	417408	0.7324497103691101
62560	421930	0.7264291048049927
62560	116559	0.708879828453064
62560	330726	0.7039763927459717
62560	480838	0.699723482131958
62560	320875	0.652207612991333
62560	9384	0.6511653661727905
62560	193152	0.6344848275184631
62560	326480	0.6295739412307739
62560	301286	0.6268700361251831
62560	321093	0.6141214966773987
62560	409815	0.6105217337608337
62560	326334	0.6028872728347778
62560	155140	0.6019327640533447
62560	193710	0.6008239984512329
62560	462131	0.6001620292663574
62560	311225	0.5998902320861816
62560	26583	0.5986000895500183
96556	238803	0.5922300219535828
96556	39932	0.5656391382217407
96556	319608	0.5469085574150085
96556	232816	0.5446740388870239
96556	471958	0.5440952181816101
96556	333758	0.544073224067688
96556	446935	0.5412183403968811
96556	370128	0.5368476510047913
96556	123092	0.5365871787071228
96556	98294	0.5327597856521606
96556	325365	0.5292617678642273
96556	269137	0.5260790586471558
96556	286397	0.5250641107559204
96556	271722	0.5243812799453735
96556	208262	0.5243083238601685
96556	338048	0.5241177082061768
96556	157980	0.5214489698410034
96556	204760	0.5202028751373291
96556	50825	0.5194473266601562
96556	236708	0.519109845161438
97000	236153	0.941463828086853
97000	81546	0.8754655718803406
97000	163389	0.8751842975616455
97000	341809	0.8741695880889893
97000	369880	0.8740516901016235
97000	87354	0.8735244870185852
97000	27850	0.8732984662055969
97000	231444	0.8730504512786865
97000	45097	0.8728792667388916
97000	70162	0.8728543519973755
97000	381120	0.8722314238548279
97000	158882	0.8702521324157715
97000	67041	0.8678191304206848
97000	235778	0.8619617223739624
97000	15733	0.8597345352172852
97000	243582	0.8593970537185669
97000	2004	0.8292072415351868
97000	109267	0.8196367025375366
97000	166079	0.8184171915054321
97000	187686	0.8174298405647278
105587	55867	0.6557155847549438
105587	186841	0.6525305509567261
105587	416100	0.6376690864562988
105587	449808	0.6347233057022095
105587	375759	0.6208159327507019
105587	316080	0.6198347210884094
105587	451803	0.6177377104759216
105587	265317	0.6168920993804932
105587	211874	0.6168696880340576
105587	190687	0.614965558052063
105587	173738	0.6126439571380615
105587	261253	0.6105179190635681
105587	350017	0.6067643165588379
105587	88733	0.6057751178741455
105587	106766	0.6051590442657471
105587	98540	0.6036706566810608
105587	288283	0.6035512685775757
105587	194943	0.5966663360595703
105587	444544	0.5939518213272095
105587	303509	0.5899065732955933
109969	91888	0.7360630035400391
109969	446859	0.7012247443199158
109969	186082	0.6741703748703003
109969	228141	0.6427680850028992
109969	138732	0.6355367302894592
109969	125419	0.6325526237487793
109969	204313	0.6248756647109985
109969	165339	0.6236412525177002
109969	167326	0.62349933385849
109969	433769	0.6134427785873413
109969	155977	0.6091818809509277
109969	421094	0.6066693067550659
109969	412753	0.6057848930358887
109969	472771	0.6017035245895386
109969	449230	0.590752363204956
109969	34133	0.5793315172195435
109969	277971	0.5779552459716797
109969	328009	0.5732079744338989
109969	205908	0.5691630244255066
109969	304828	0.5687975287437439
130887	283813	0.9069979190826416
130887	439954	0.8732694387435913
130887	211238	0.8696624040603638
130887	359584	0.8693904876708984
130887	307277	0.8678415417671204
130887	208119	0.8676353693008423
130887	371383	0.8655894994735718
130887	35743	0.8643609285354614
130887	130009	0.8638346195220947
130887	368611	0.863717794418335
130887	141143	0.8625898361206055
130887	253233	0.814249575138092
130887	178342	0.8132856488227844
130887	128065	0.8089882135391235
130887	317184	0.8089268803596497
130887	126432	0.8063706755638123
130887	254385	0.8052278757095337
130887	403681	0.8029269576072693
130887	134935	0.7944841980934143
130887	6440	0.7922849059104919
147430	131500	0.4893801212310791
147430	466071	0.48931390047073364
147430	278026	0.47860151529312134
147430	33480	0.46889522671699524
147430	256023	0.4595600962638855
147430	226915	0.45142632722854614
147430	81277	0.4502616226673126
147430	280830	0.44997647404670715
147430	75192	0.4492410123348236
147430	154853	0.44811755418777466
147430	475862	0.44794660806655884
147430	331498	0.4448782801628113
147430	414898	0.4427054822444916
147430	294896	0.43949735164642334
147430	136900	0.43780314922332764
147430	275835	0.43291008472442627
147430	344910	0.432887464761734
147430	3860	0.43127644062042236
147430	363094	0.4285782277584076
147430	162238	0.42690351605415344
157489	287414	0.9355158805847168
157489	306819	0.9322014451026917
157489	338972	0.931695818901062
157489	422806	0.929292619228363
157489	327373	0.8969284892082214
157489	266592	0.8780592083930969
157489	18476	0.8461657762527466
157489	445539	0.815933346748352
157489	341111	0.7961607575416565
157489	339860	0.7710268497467041
157489	124580	0.7706461548805237
157489	184014	0.760985791683197
157489	311473	0.7499408721923828
157489	213638	0.748497486114502
157489	51799	0.7467522621154785
157489	70429	0.7435247898101807
157489	434318	0.7422574758529663
157489	85445	0.7412084341049194
157489	333163	0.739500880241394
157489	465032	0.7386858463287354
170901	365398	0.7835025787353516
170901	472510	0.7663455009460449
170901	279499	0.7641255855560303
170901	198148	0.7580756545066833
170901	77041	0.7401331067085266
170901	301907	0.7357248067855835
170901	454481	0.7327743172645569
170901	44900	0.7229409217834473
170901	35733	0.712787926197052
170901	474182	0.7079142332077026
170901	293784	0.7033905982971191
170901	109905	0.7025328874588013
170901	46228	0.6897100210189819
170901	438549	0.688010573387146
170901	19911	0.6866891384124756
170901	416100	0.6857849359512329
170901	184447	0.6817715167999268
170901	252784	0.6813360452651978
170901	169597	0.6770818829536438
170901	422784	0.6727663278579712
178244	245989	0.8681002855300903
178244	340511	0.867979884147644
178244	172245	0.865185022354126
178244	10104	0.8651328086853027
178244	64343	0.8651064038276672
178244	124686	0.8651012778282166
178244	36751	0.8629706501960754
178244	146211	0.8620339035987854
178244	428793	0.8618743419647217
178244	158018	0.8599762916564941
178244	318905	0.8590574860572815
178244	129658	0.8589963316917419
178244	339813	0.8521989583969116
178244	50809	0.8464588522911072
178244	383330	0.8397903442382812
178244	484366	0.812361478805542
178244	13245	0.7954342365264893
178244	269599	0.7890273332595825
178244	150176	0.7849763631820679
178244	399651	0.772162675857544
180411	460994	0.9214454889297485
180411	233586	0.9173308610916138
180411	103444	0.892544150352478
180411	248147	0.8847862482070923
180411	164486	0.8846933841705322
180411	421963	0.8761416673660278
180411	397151	0.8761405348777771
180411	389630	0.8719420433044434
180411	7617	0.8703383207321167
180411	473158	0.8612352013587952
180411	16841	0.8551884293556213
180411	318033	0.8543985486030579
180411	417490	0.8478479385375977
180411	435691	0.834964394569397
180411	479769	0.832120954990387
180411	331172	0.8313987851142883
180411	230077	0.8313285112380981
180411	34521	0.8308896422386169
180411	369046	0.828098714351654
180411	62436	0.8252506852149963
188481	375157	0.9968576431274414
188481	373812	0.9968175292015076
188481	226036	0.9968031644821167
188481	88885	0.996799111366272
188481	359962	0.9967985153198242
188481	406065	0.9967180490493774
188481	270456	0.9966660141944885
188481	152103	0.996657133102417
188481	281328	0.9966453909873962
188481	25399	0.9966073632240295
188481	152084	0.9965732097625732
188481	262089	0.9965625405311584
188481	109499	0.9965478181838989
188481	122963	0.9965355396270752
188481	113810	0.996531069278717
188481	476647	0.9965294599533081
188481	442064	0.9965280294418335
188481	154409	0.9965122938156128
188481	468301	0.9965121746063232
188481	72139	0.9964970350265503
