source_id	target_id	similarity	source_title	target_title
2784	414727	0.8547008547008547	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 印 尼 小 镇 鲁 勒 特 南 部 51 公 里 处 发 生 5 . 3 级 地 震 。
2784	269179	0.8521739130434782	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 印 尼 城 市 图 阿 尔 南 部 81 公 里 处 发 生 5 . 5 级 地 震
2784	328926	0.847457627118644	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 印 尼 阿 马 哈 伊 东 南 部 108 公 里 处 发 生 5 . 3 级 地 震 。
2784	301362	0.8376068376068376	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 印 尼 城 市 图 阿 尔 南 部 81 公 里 处 发 生 5 . 5 级 地 震 。
2784	400628	0.831858407079646	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 秘 鲁 帕 拉 卡 斯 南 部 67 公 里 处 发 生 5 . 7 级 地 震
2784	90523	0.8173913043478261	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 秘 鲁 帕 拉 卡 斯 南 部 67 公 里 处 发 生 5 . 7 级 地 震 。
2784	239218	0.8141592920353983	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 日 本 八 户 东 南 东 79 公 里 处 发 生 5 . 8 级 地 震 。
2784	430421	0.8135593220338984	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 菲 律 宾 帕 卢 安 东 北 以 东 9 公 里 处 发 生 5 . 1 级 地 震 。
2784	281954	0.8103448275862069	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 印 尼 辛 那 邦 东 南 偏 南 136 千 米 处 发 生 5 . 2 级 地 震
2784	272195	0.8070175438596491	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 新 喀 里 多 尼 亚 东 部 145 千 米 处 发 生 5 . 0 级 地 震
2784	453585	0.8067226890756303	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 伊 朗 梅 赫 兰 市 东 南 偏 南 39 公 里 处 发 生 5 . 1 级 地 震 。
2784	392382	0.8035714285714286	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 日 本 宫 古 市 东 北 7 公 里 处 发 生 5 . 2 级 地 震 。
2784	445678	0.8035714285714286	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 日 本 磐 城 东 南 以 东 108 公 里 发 生 5 . 0 级 地 震
2784	480969	0.8035714285714286	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 巴 布 亚 新 几 内 亚 西 部 185 公 里 处 发 生 5 级 地 震
2784	234661	0.7966101694915254	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 印 尼 辛 那 邦 东 南 偏 南 136 千 米 处 发 生 5 . 2 级 地 震 。
2784	8986	0.7962962962962963	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 秘 鲁 普 基 奥 西 南 150 公 里 处 发 生 7 级 地 震
2784	480018	0.7931034482758621	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 新 喀 里 多 尼 亚 东 部 145 千 米 处 发 生 5 . 0 级 地 震 。
2784	130327	0.7927927927927928	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 伊 朗 克 尔 曼 东 北 偏 北 54 公 里 处 发 生 5 级 地 震
2784	375490	0.7927927927927928	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 日 本 hirara 东 南 187 公 里 发 生 5 . 1 级 地 震
2784	7599	0.7903225806451613	美 国 地 质 勘 探 局 ： 印 度 莫 黑 安 东 南 部 151 公 里 处 发 生 5 . 1 级 地 震	美 国 地 质 勘 探 局 ： 巴 布 亚 新 几 内 亚 洛 伦 高 东 南 部 163 公 里 处 发 生 5 . 3 级 地 震
12057	178184	0.975609756097561	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 2 . 7 % 。	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 2 . 8 % 。
12057	259131	0.975609756097561	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 2 . 7 % 。	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 0 . 7 % 。
12057	19	0.9512195121951219	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 2 . 7 % 。	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 4 . 4 % 。
12057	70568	0.9512195121951219	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 2 . 7 % 。	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 1 . 5 % 。
12057	244537	0.9512195121951219	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 2 . 7 % 。	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 0 . 1 % 。
12057	460560	0.9512195121951219	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 2 . 7 % 。	美 国 mba 抵 押 贷 款 申 请 指 数 上 周 上 升 8 . 3 % 。
